date,id,name,variable,value
2000-02-18T07:00:00Z,blackfeet,Blackfeet,EVI,970.048442618458
2000-02-18T07:00:00Z,blackfeet,Blackfeet,NDVI,1743.6058543745614
2000-02-18T07:00:00Z,rocky-boys,Rocky Boy's,EVI,1194.7900402707376
2000-02-18T07:00:00Z,rocky-boys,Rocky Boy's,NDVI,2298.676778826325
2000-02-18T07:00:00Z,fort-belknap,Fort Belknap,EVI,1167.3851374879844
2000-02-18T07:00:00Z,fort-belknap,Fort Belknap,NDVI,2191.5579232439145
2000-02-18T07:00:00Z,fort-peck,Fort Peck,EVI,1058.7570335223293
2000-02-18T07:00:00Z,fort-peck,Fort Peck,NDVI,2030.782619973324
2000-02-18T07:00:00Z,northern-cheyenne,Northern Cheyenne,EVI,1103.6889331297898
2000-02-18T07:00:00Z,northern-cheyenne,Northern Cheyenne,NDVI,2328.1000102296152
2000-02-18T07:00:00Z,crow,Crow,EVI,963.9714252800773
2000-02-18T07:00:00Z,crow,Crow,NDVI,1830.0103369112
2000-02-18T07:00:00Z,flathead,Flathead,EVI,1535.092
2000-02-18T07:00:00Z,flathead,Flathead,NDVI,3291.9069090909093
2000-03-05T07:00:00Z,blackfeet,Blackfeet,EVI,1054.2942466032837
2000-03-05T07:00:00Z,blackfeet,Blackfeet,NDVI,1772.5270590444077
2000-03-05T07:00:00Z,rocky-boys,Rocky Boy's,EVI,1263.8618579948725
2000-03-05T07:00:00Z,rocky-boys,Rocky Boy's,NDVI,2338.369590398266
2000-03-05T07:00:00Z,fort-belknap,Fort Belknap,EVI,1233.860541603579
2000-03-05T07:00:00Z,fort-belknap,Fort Belknap,NDVI,2307.0360050146096
2000-03-05T07:00:00Z,fort-peck,Fort Peck,EVI,1078.8379364582931
2000-03-05T07:00:00Z,fort-peck,Fort Peck,NDVI,2010.575511322912
2000-03-05T07:00:00Z,northern-cheyenne,Northern Cheyenne,EVI,1216.0776132844717
2000-03-05T07:00:00Z,northern-cheyenne,Northern Cheyenne,NDVI,2458.956661381926
2000-03-05T07:00:00Z,crow,Crow,EVI,1036.70212200453
2000-03-05T07:00:00Z,crow,Crow,NDVI,2041.407836600656
2000-03-05T07:00:00Z,flathead,Flathead,EVI,2013.1535536232757
2000-03-05T07:00:00Z,flathead,Flathead,NDVI,3530.0853891667
2000-03-21T07:00:00Z,blackfeet,Blackfeet,EVI,1119.9977094664318
2000-03-21T07:00:00Z,blackfeet,Blackfeet,NDVI,1917.4717772569636
2000-03-21T07:00:00Z,rocky-boys,Rocky Boy's,EVI,1359.668545415131
2000-03-21T07:00:00Z,rocky-boys,Rocky Boy's,NDVI,2425.7762362405774
2000-03-21T07:00:00Z,fort-belknap,Fort Belknap,EVI,1303.0829491063607
2000-03-21T07:00:00Z,fort-belknap,Fort Belknap,NDVI,2313.431245298962
2000-03-21T07:00:00Z,fort-peck,Fort Peck,EVI,1141.921375022006
2000-03-21T07:00:00Z,fort-peck,Fort Peck,NDVI,2018.4164413949836
2000-03-21T07:00:00Z,northern-cheyenne,Northern Cheyenne,EVI,1540.5080252916944
2000-03-21T07:00:00Z,northern-cheyenne,Northern Cheyenne,NDVI,2999.8083497108296
2000-03-21T07:00:00Z,crow,Crow,EVI,1341.3320452564094
2000-03-21T07:00:00Z,crow,Crow,NDVI,2512.4148422128824
2000-03-21T07:00:00Z,flathead,Flathead,EVI,2454.2787705901555
2000-03-21T07:00:00Z,flathead,Flathead,NDVI,4389.859130345985
2000-04-06T06:00:00Z,blackfeet,Blackfeet,EVI,1380.4768853971136
2000-04-06T06:00:00Z,blackfeet,Blackfeet,NDVI,2346.3853281055117
2000-04-06T06:00:00Z,rocky-boys,Rocky Boy's,EVI,1689.734433003738
2000-04-06T06:00:00Z,rocky-boys,Rocky Boy's,NDVI,3106.680186633675
2000-04-06T06:00:00Z,fort-belknap,Fort Belknap,EVI,1449.9176744670676
2000-04-06T06:00:00Z,fort-belknap,Fort Belknap,NDVI,2568.414482285422
2000-04-06T06:00:00Z,fort-peck,Fort Peck,EVI,1227.2263356795097
2000-04-06T06:00:00Z,fort-peck,Fort Peck,NDVI,2139.722740098146
2000-04-06T06:00:00Z,northern-cheyenne,Northern Cheyenne,EVI,1733.2694988374612
2000-04-06T06:00:00Z,northern-cheyenne,Northern Cheyenne,NDVI,3419.681459615567
2000-04-06T06:00:00Z,crow,Crow,EVI,1737.756485977488
2000-04-06T06:00:00Z,crow,Crow,NDVI,3095.2377493457234
2000-04-06T06:00:00Z,flathead,Flathead,EVI,2791.0563171434
