date,id,name,variable,value
2000-02-18T07:00:00Z,30101,Toole County,mean,1.8259341891119947
2000-02-18T07:00:00Z,30007,Broadwater County,mean,NA
2000-02-18T07:00:00Z,30069,Petroleum County,mean,2.6140603596538776
2000-02-18T07:00:00Z,30017,Custer County,mean,3.058490241875573
2000-02-18T07:00:00Z,30049,Lewis and Clark County,mean,1.8298739855316721
2000-02-18T07:00:00Z,30073,Pondera County,mean,1.9975680832610578
2000-02-18T07:00:00Z,30089,Sanders County,mean,1.6148760943510083
2000-02-18T07:00:00Z,30075,Powder River County,mean,3.2698666376030405
2000-02-18T07:00:00Z,30029,Flathead County,mean,0.47529149860036585
2000-02-18T07:00:00Z,30053,Lincoln County,mean,0.8343999635414293
2000-02-18T07:00:00Z,30001,Beaverhead County,mean,0.13969955498733802
2000-02-18T07:00:00Z,30081,Ravalli County,mean,0.17039303365497763
2000-02-18T07:00:00Z,30085,Roosevelt County,mean,2.252729542144676
2000-02-18T07:00:00Z,30015,Chouteau County,mean,2.1283015734223034
2000-02-18T07:00:00Z,30105,Valley County,mean,2.996299945972333
2000-02-18T07:00:00Z,30039,Granite County,mean,0.9939285878971394
2000-02-18T07:00:00Z,30051,Liberty County,mean,1.787920887318151
2000-02-18T07:00:00Z,30041,Hill County,mean,2.12328489502599
2000-02-18T07:00:00Z,30099,Teton County,mean,1.9301647104284407
2000-02-18T07:00:00Z,30003,Big Horn County,mean,2.3156656801369673
2000-02-18T07:00:00Z,30019,Daniels County,mean,2.4034030783357525
2000-02-18T07:00:00Z,30071,Phillips County,mean,3.5684786347251634
2000-02-18T07:00:00Z,30035,Glacier County,mean,0.7279183848237474
2000-02-18T07:00:00Z,30055,McCone County,mean,2.4486035096581515
2000-02-18T07:00:00Z,30043,Jefferson County,mean,NA
2000-02-18T07:00:00Z,30097,Sweet Grass County,mean,1.3333333333333333
2000-02-18T07:00:00Z,30057,Madison County,mean,NA
2000-02-18T07:00:00Z,30009,Carbon County,mean,NA
2000-02-18T07:00:00Z,30107,Wheatland County,mean,2.16991524503666
2000-02-18T07:00:00Z,30013,Cascade County,mean,2.206248589270935
