date,id,name,variable,value
1986-01-01T07:00:00Z,blackfeet,Blackfeet,afgNPP,123.53912653136337
1986-01-01T07:00:00Z,blackfeet,Blackfeet,pfgNPP,1595.7538479876282
1986-01-01T07:00:00Z,blackfeet,Blackfeet,shrNPP,30.713147559293247
1986-01-01T07:00:00Z,blackfeet,Blackfeet,treNPP,200.31234718698505
1986-01-01T07:00:00Z,rocky-boys,Rocky Boy's,afgNPP,249.64878972978624
1986-01-01T07:00:00Z,rocky-boys,Rocky Boy's,pfgNPP,1666.8760673517195
1986-01-01T07:00:00Z,rocky-boys,Rocky Boy's,shrNPP,63.64521402715638
1986-01-01T07:00:00Z,rocky-boys,Rocky Boy's,treNPP,424.69345192594426
1986-01-01T07:00:00Z,fort-belknap,Fort Belknap,afgNPP,165.32436692535236
1986-01-01T07:00:00Z,fort-belknap,Fort Belknap,pfgNPP,1665.9212741368221
1986-01-01T07:00:00Z,fort-belknap,Fort Belknap,shrNPP,17.96618975300307
1986-01-01T07:00:00Z,fort-belknap,Fort Belknap,treNPP,104.70522142355686
1986-01-01T07:00:00Z,fort-peck,Fort Peck,afgNPP,73.98227431584222
1986-01-01T07:00:00Z,fort-peck,Fort Peck,pfgNPP,880.6110396648
1986-01-01T07:00:00Z,fort-peck,Fort Peck,shrNPP,10.855805843411245
1986-01-01T07:00:00Z,fort-peck,Fort Peck,treNPP,0.031195136470484816
1986-01-01T07:00:00Z,northern-cheyenne,Northern Cheyenne,afgNPP,106.09740116141074
1986-01-01T07:00:00Z,northern-cheyenne,Northern Cheyenne,pfgNPP,1656.6544687057064
1986-01-01T07:00:00Z,northern-cheyenne,Northern Cheyenne,shrNPP,44.05760833708824
1986-01-01T07:00:00Z,northern-cheyenne,Northern Cheyenne,treNPP,431.04603140669076
1986-01-01T07:00:00Z,crow,Crow,afgNPP,212.73123238860842
1986-01-01T07:00:00Z,crow,Crow,pfgNPP,1385.038771330502
1986-01-01T07:00:00Z,crow,Crow,shrNPP,35.31046262762891
1986-01-01T07:00:00Z,crow,Crow,treNPP,138.21032402953662
1986-01-01T07:00:00Z,flathead,Flathead,afgNPP,43.16770761506241
1986-01-01T07:00:00Z,flathead,Flathead,pfgNPP,1057.3093658498988
1986-01-01T07:00:00Z,flathead,Flathead,shrNPP,18.90606875901848
1986-01-01T07:00:00Z,flathead,Flathead,treNPP,856.3249022763574
1987-01-01T07:00:00Z,blackfeet,Blackfeet,afgNPP,117.09161762747361
1987-01-01T07:00:00Z,blackfeet,Blackfeet,pfgNPP,1724.8100281233967
1987-01-01T07:00:00Z,blackfeet,Blackfeet,shrNPP,36.22469476396968
1987-01-01T07:00:00Z,blackfeet,Blackfeet,treNPP,200.55282899819014
1987-01-01T07:00:00Z,rocky-boys,Rocky Boy's,afgNPP,139.1004250460513
1987-01-01T07:00:00Z,rocky-boys,Rocky Boy's,pfgNPP,1785.746580002323
1987-01-01T07:00:00Z,rocky-boys,Rocky Boy's,shrNPP,73.55593773054075
1987-01-01T07:00:00Z,rocky-boys,Rocky Boy's,treNPP,567.0075311188349
1987-01-01T07:00:00Z,fort-belknap,Fort Belknap,afgNPP,107.57107296127094
1987-01-01T07:00:00Z,fort-belknap,Fort Belknap,pfgNPP,1585.64131357755
1987-01-01T07:00:00Z,fort-belknap,Fort Belknap,shrNPP,27.755217879227363
1987-01-01T07:00:00Z,fort-belknap,Fort Belknap,treNPP,125.83970797750592
1987-01-01T07:00:00Z,fort-peck,Fort Peck,afgNPP,129.2740399878171
1987-01-01T07:00:00Z,fort-peck,Fort Peck,pfgNPP,1206.391764131529
1987-01-01T07:00:00Z,fort-peck,Fort Peck,shrNPP,27.624843284405262
1987-01-01T07:00:00Z,fort-peck,Fort Peck,treNPP,0.08328504134733089
1987-01-01T07:00:00Z,northern-cheyenne,Northern Cheyenne,afgNPP,141.3811234682536
1987-01-01T07:00:00Z,northern-cheyenne,Northern Cheyenne,pfgNPP,1781.068629137283
1987-01-01T07:00:00Z,northern-cheyenne,Northern Cheyenne,shrNPP,47.67778314861223
1987-01-01T07:00:00Z,northern-cheyenne,Northern Cheyenne,treNPP,595.0263095199297
1987-01-01T07:00:00Z,crow,Crow,afgNPP,211.91519564456536
1987-01-01T07:00:00Z,crow,Crow,pfgNPP,1648.403460473937
1987-01-01T07:00:00Z,crow,Crow,shrNPP,57.5624587190475
1987-01-01T07:00:00Z,crow,Crow,treNPP,182.7059138468206
1987-01-01T07:00:00Z,flathead,Flathead,afgNPP,55.83711082226761
1987-01-01T07:00:00Z,flathead,Flathead,pfgNPP,1308.780409388261
1987-01-01T07:00:00Z,flathead,Flathead,shrNPP,24.916222792885307
1987-01-01T07:00:00Z,flathead,Flathead,treNPP,955.5785134783307
1988-01-01T07:00:00Z,blackfeet,Blackfeet,afgNPP,26.493420696821993
1988-01-01T07:00:00Z,blackfeet,Blackfeet,pfgNPP,1515.1631023831471
1988-01-01T07:00:00Z,blackfeet,Blackfeet,shrNPP,29.180833000569983
1988-01-01T07:00:00Z,blackfeet,Blackfeet,treNPP,177.20343911970298
